T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-FERRITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-FERRITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-FERRITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-FERRITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-FERRITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-FERRITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-FERRITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-FERRITE-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
700,99.94788,0.0521233, , , ,7.70622,7.61512, ,7.70617, ,7.17841,7.31721, ,7.17848,-0.52133, ,25.11728,32.54826, ,25.12045, ,0.94923,0.73252, ,0.94911, ,1.05348,1.36515, ,1.05361, ,136.60457,142.99302, ,136.60876, ,136.85384,130.12207, ,136.85084, ,51.21505,54.29368, ,51.21696, ,0.33364,0.31685, ,0.33363,89.9751,102.925, , ,89.9684,141.896,-84.9639,488.57815,488.61736,412.61138,415.7425, ,0.5808,0.57905,0.94394,0.93307, ,70.81408,72.87486,54.65147,4.4
695,99.93189,0.0681133, , , ,7.70899,7.61705, ,7.70893, ,7.17582,7.31535, ,7.17592,-0.53306, ,25.05722,32.64518, ,25.06143, ,0.94662,0.72659, ,0.94646, ,1.05639,1.37629, ,1.05657, ,137.08565,143.7433, ,137.0913, ,137.09259,130.66413, ,137.08889, ,51.40679,54.58674, ,51.40935, ,0.33334,0.31665, ,0.33333,90.1416,103.092, , ,90.1329,142.547,-84.66859,485.67273,485.72525,407.91675,411.10118, ,0.58108,0.57827,0.93376,0.92331, ,72.5704,74.62407,56.48884,4.5
690,99.91463,0.0853695, , , ,7.71176,7.61898, ,7.71168, ,7.17324,7.3135, ,7.17335,-0.54477, ,24.99715,32.74362, ,25.00252, ,0.94399,0.72066, ,0.94379, ,1.05933,1.38761, ,1.05956, ,137.56641,144.49158, ,137.57371, ,137.33017,131.2032, ,137.3258, ,51.5985,54.87912, ,51.60178, ,0.33305,0.31645, ,0.33303,90.3105,103.261, , ,90.2997,143.2,-84.37359,482.76994,482.83708,403.27223,406.5079, ,0.58056,0.5775,0.9239,0.91385, ,74.28474,76.32918,58.27903,4.6
685,99.89602,0.10398, , , ,7.71454,7.62091, ,7.71444, ,7.17065,7.31165, ,7.17079,-0.55648, ,24.93709,32.84356, ,24.94373, ,0.94136,0.71474, ,0.94111, ,1.0623,1.39911, ,1.06258, ,138.04685,145.2378, ,138.056, ,137.56658,131.73925, ,137.56159, ,51.79017,55.17081, ,51.79427, ,0.33275,0.31626, ,0.33273,90.482,103.433, , ,90.4688,143.855,-84.07905,479.86909,479.95286,398.6763,401.96122, ,0.58017,0.57673,0.91433,0.90468, ,75.95869,77.99164,60.02365,4.7
680,99.87598,0.12402, , , ,7.71731,7.62283, ,7.71719, ,7.16806,7.3098, ,7.16823,-0.56818, ,24.87702,32.94496, ,24.88507, ,0.9387,0.70882, ,0.9384, ,1.0653,1.41079, ,1.06564, ,138.52698,145.98192, ,138.53821, ,137.80184,132.27225, ,137.79629, ,51.98181,55.46178, ,51.98682, ,0.33246,0.31606, ,0.33244,90.6563,103.606, , ,90.6405,144.512,-83.7845,476.97096,477.07263,394.1275,397.45974, ,0.57962,0.57595,0.90505,0.89578, ,77.59374,79.61289,61.72424,4.8
675,99.84784,0.15216, , , ,7.72008,7.62475, ,7.71994, ,7.16547,7.30796, ,7.16568,-0.57983, ,24.81694,33.0478, ,24.82697, ,0.93604,0.70291, ,0.93566, ,1.06833,1.42265, ,1.06876, ,139.00687,146.72388, ,139.02102, ,138.03598,132.80214, ,138.02964, ,52.17345,55.75202, ,52.17973, ,0.33216,0.31586, ,0.33214,90.8368,103.781, , ,90.8175,145.177,-83.48759,474.06967,474.1969,389.62442,393.00213, ,0.58026,0.57518,0.89605,0.88714, ,79.19191,81.19477,63.38275,4.9
670,99.81842,0.18158, , , ,7.72286,7.62667, ,7.72268, ,7.16288,7.30612, ,7.16314,-0.59147, ,24.75686,33.15205, ,24.76902, ,0.93336,0.69701, ,0.93291, ,1.07139,1.43471, ,1.07192, ,139.48644,147.46364, ,139.50377, ,138.26897,133.32892, ,138.26196, ,52.36505,56.04151, ,52.37271, ,0.33187,0.31566, ,0.33184,91.02,103.958, , ,90.9969,145.844,-83.19102,471.17066,471.32512,385.16572,388.58711, ,0.5798,0.5744,0.8873,0.87874, ,80.75382,82.73801,65.00002,5
665,99.77995,0.22005, , , ,7.72563,7.62858, ,7.72542, ,7.16029,7.30429, ,7.1606,-0.60306, ,24.69677,33.25767, ,24.71173, ,0.93068,0.69111, ,0.93011, ,1.07449,1.44695, ,1.07514, ,139.96577,148.20114, ,139.98731, ,138.50086,133.85253, ,138.49303, ,52.55665,56.33023, ,52.56614, ,0.33157,0.31547, ,0.33154,91.21,104.138, , ,91.1821,146.52,-82.89151,468.26739,468.45792,380.75014,384.21348, ,0.58066,0.57363,0.8788,0.87059, ,82.28146,84.24444,66.57798,5.1
660,99.74031,0.25969, , , ,7.72841,7.63049, ,7.72816, ,7.1577,7.30246, ,7.15807,-0.61465, ,24.63668,33.36463, ,24.6546, ,0.92797,0.68522, ,0.9273, ,1.07762,1.45938, ,1.0784, ,140.44479,148.93634, ,140.47083, ,138.73161,134.37294, ,138.72316, ,52.74822,56.61816, ,52.75965, ,0.33128,0.31527, ,0.33123,91.4025,104.32, , ,91.3696,147.197,-82.59253,465.36572,465.59466,376.37644,379.88007, ,0.58033,0.57285,0.87055,0.86266, ,83.77524,85.71459,68.11726,5.2
655,99.6995,0.3005, , , ,7.73119,7.6324, ,7.73089, ,7.15511,7.30064, ,7.15554,-0.62622, ,24.57659,33.47292, ,24.59763, ,0.92526,0.67935, ,0.92447, ,1.08078,1.472, ,1.08171, ,140.92349,149.66918, ,140.95434, ,138.96124,134.89012, ,138.95236, ,52.93975,56.90529, ,52.95324, ,0.33098,0.31507, ,0.33093,91.5979,104.504, , ,91.5599,147.877,-82.29377,462.46605,462.73535,372.04347,375.58578, ,0.57993,0.57208,0.86252,0.85494, ,85.23629,87.14957,69.61907,5.3
650,99.64951,0.35049, , , ,7.73396,7.6343, ,7.73362, ,7.15251,7.29882, ,7.15302,-0.63774, ,24.5165,33.58248, ,24.54138, ,0.92253,0.67348, ,0.92159, ,1.08398,1.48482, ,1.08508, ,141.40195,150.39963, ,141.43876, ,139.18977,135.40404, ,139.18046, ,53.13129,57.19158, ,53.14733, ,0.33068,0.31488, ,0.33063,91.8005,104.691, , ,91.7561,148.566,-81.992,459.56194,459.88062,367.75011,371.32954, ,0.58082,0.57131,0.85471,0.84744, ,86.66644,88.55108,71.08518,5.4
645,99.59848,0.40152, , , ,7.73674,7.63621, ,7.73634, ,7.14992,7.297, ,7.1505,-0.64924, ,24.45639,33.69328, ,24.48531, ,0.91979,0.66763, ,0.9187, ,1.08721,1.49783, ,1.08849, ,141.8801,151.12762, ,141.92319, ,139.41719,135.91467, ,139.40769, ,53.32279,57.47703, ,53.34151, ,0.33039,0.31468, ,0.33033,92.0057,104.879, , ,91.9549,149.257,-81.69049,456.65914,457.02984,363.49529,367.11034, ,0.58056,0.57053,0.8471,0.84013, ,88.06596,89.9195,72.51607,5.5
640,99.53804,0.46196, , , ,7.73952,7.6381, ,7.73905, ,7.14732,7.29519, ,7.14799,-0.6607, ,24.39629,33.8053, ,24.43002, ,0.91703,0.66179, ,0.91577, ,1.09047,1.51104, ,1.09198, ,142.35802,151.85312, ,142.40866, ,139.64354,136.42196, ,139.63394, ,53.51429,57.76162, ,53.53623, ,0.33009,0.31448, ,0.33002,92.2181,105.071, , ,92.1598,149.957,-81.38618,453.75097,454.18368,359.27801,362.92722, ,0.58164,0.56976,0.8397,0.83301, ,89.43664,91.25646,73.91344,5.6
635,99.46789,0.53211, , , ,7.7423,7.64, ,7.74175, ,7.14473,7.29338, ,7.1455,-0.67209, ,24.33617,33.91848, ,24.37556, ,0.91426,0.65597, ,0.91279, ,1.09378,1.52445, ,1.09555, ,142.8357,152.57606, ,142.89523, ,139.8688,136.92589, ,139.85927, ,53.70579,58.04532, ,53.73151, ,0.3298,0.31428, ,0.32972,92.4378,105.264, , ,92.3706,150.666,-81.07883,450.83665,451.34205,355.09727,358.77923, ,0.58286,0.56898,0.83248,0.82607, ,90.77928,92.56282,75.27821,5.7
630,99.3969,0.6031, , , ,7.74508,7.64189, ,7.74445, ,7.14213,7.29157, ,7.14301,-0.68348, ,24.27605,34.03281, ,24.32129, ,0.91148,0.65017, ,0.90979, ,1.09711,1.53805, ,1.09916, ,143.31306,153.29641, ,143.38189, ,140.09297,137.42642, ,140.08386, ,53.89725,58.32812, ,53.92691, ,0.3295,0.31409, ,0.32941,92.6605,105.461, , ,92.5845,151.377,-80.77165,447.92389,448.50441,350.95215,354.6655, ,0.58255,0.5682,0.82545,0.81931, ,92.09418,93.83891,76.61081,5.8
625,99.31619,0.68381, , , ,7.74785,7.64378, ,7.74714, ,7.13953,7.28977, ,7.14053,-0.6948, ,24.21592,34.14824, ,24.2679, ,0.90869,0.64439, ,0.90674, ,1.10049,1.55186, ,1.10285, ,143.79019,154.01412, ,143.86974, ,140.31608,137.92352, ,140.30766, ,54.08872,58.61, ,54.12291, ,0.32921,0.31389, ,0.3291,92.8906,105.659, , ,92.8045,152.098,-80.46149,445.00474,445.67139,346.84175,350.58517, ,0.58383,0.56743,0.8186,0.81272, ,93.38294,95.08622,77.91278,5.9
620,99.23475,0.76525, , , ,7.75063,7.64566, ,7.74983, ,7.13693,7.28797, ,7.13806,-0.70611, ,24.15579,34.26472, ,24.21472, ,0.90588,0.63862, ,0.90367, ,1.1039,1.56587, ,1.1066, ,144.267,154.72914, ,144.35769, ,140.5381,138.41716, ,140.53078, ,54.28015,58.89094, ,54.31903, ,0.32891,0.31369, ,0.32879,93.1236,105.861, , ,93.0275,152.821,-80.15155,442.08692,442.84228,342.76521,346.53742, ,0.58356,0.56665,0.81191,0.80628, ,94.64561,96.30486,79.18429,6
615,99.1436,0.8564, , , ,7.75341,7.64754, ,7.75251, ,7.13432,7.28618, ,7.1356,-0.71736, ,24.09565,34.38223, ,24.16245, ,0.90305,0.63288, ,0.90056, ,1.10735,1.58009, ,1.11042, ,144.74358,155.44141, ,144.84691, ,140.75907,138.90731, ,140.7532, ,54.47159,59.17092, ,54.51578, ,0.32862,0.3135, ,0.32849,93.3642,106.065, , ,93.2569,153.554,-79.83869,439.16235,440.01782,338.72172,342.52148, ,0.58491,0.56587,0.80538,0.8, ,95.88383,97.49634,80.42693,6.1
610,99.05184,0.94816, , , ,7.75619,7.64942, ,7.75518, ,7.13172,7.28439, ,7.13314,-0.7286, ,24.03551,34.50072, ,24.1104, ,0.90022,0.62715, ,0.89742, ,1.11084,1.59451, ,1.1143, ,145.21984,156.15089, ,145.33624, ,140.97896,139.39394, ,140.975, ,54.66298,59.44992, ,54.71267, ,0.32832,0.3133, ,0.32818,93.6079,106.272, , ,93.4893,154.289,-79.5261,436.23902,437.19728,334.71049,338.53658, ,0.58467,0.5651,0.79901,0.79386, ,97.0976,98.6607,81.64077,6.2
605,98.95037,1.04963, , , ,7.75897,7.6513, ,7.75784, ,7.12911,7.2826, ,7.13069,-0.73978, ,23.97536,34.62015, ,24.05929, ,0.89737,0.62145, ,0.89424, ,1.11437,1.60914, ,1.11827, ,145.69587,156.85754, ,145.82692, ,141.19781,139.877, ,141.19621, ,54.85438,59.72792, ,54.9102, ,0.32802,0.3131, ,0.32787,93.859,106.481, , ,93.7281,155.034,-79.21051,433.30852,434.38134,330.73077,334.58202, ,0.5861,0.56432,0.79278,0.78787, ,98.28846,99.79932,82.82726,6.3
600,98.84842,1.15158, , , ,7.76175,7.65317, ,7.7605, ,7.12651,7.28082, ,7.12825,-0.75095, ,23.91521,34.74047, ,24.00841, ,0.8945,0.61577, ,0.89103, ,1.11794,1.62398, ,1.1223, ,146.17156,157.56131, ,146.31772, ,141.41559,140.35648, ,141.41685, ,55.04574,60.00491, ,55.10787, ,0.32773,0.3129, ,0.32756,94.1134,106.693, , ,93.9701,155.781,-78.89508,430.37967,431.56932,326.78182,330.6571, ,0.58577,0.56354,0.7867,0.78201, ,99.45641,100.91222,83.98648,6.4
595,98.73677,1.26323, , , ,7.76453,7.65504, ,7.76315, ,7.1239,7.27905, ,7.12582,-0.76205, ,23.85505,34.86165, ,23.95851, ,0.89162,0.61012, ,0.88777, ,1.12155,1.63903, ,1.12642, ,146.64703,158.26214, ,146.80992, ,141.63235,140.83234, ,141.63698, ,55.23711,60.28087, ,55.30621, ,0.32743,0.31271, ,0.32725,94.3755,106.909, , ,94.2187,156.538,-78.57673,427.4433,428.76196,322.86295,326.76116, ,0.58728,0.56276,0.78075,0.77628, ,100.60305,102.0008,85.11987,6.5
590,98.62475,1.37525, , , ,7.76731,7.65691, ,7.7658, ,7.12129,7.27727, ,7.12339,-0.77314, ,23.79489,34.98364, ,23.90885, ,0.88873,0.60449, ,0.88449, ,1.1252,1.65429, ,1.13059, ,147.12218,158.95999, ,147.30226, ,141.84805,141.30455, ,141.85659, ,55.42843,60.55577, ,55.50469, ,0.32714,0.31251, ,0.32694,94.6405,107.127, , ,94.4704,157.297,-78.25887,424.50812,425.95852,318.9735,322.89355, ,0.58704,0.56199,0.77493,0.77067, ,101.72829,103.06497,86.22738,6.6
585,98.51242,1.48758, , , ,7.7701,7.65877, ,7.76844, ,7.11869,7.2755, ,7.12097,-0.78421, ,23.73473,35.1064, ,23.85942, ,0.88582,0.59888, ,0.88119, ,1.1289,1.66977, ,1.13483, ,147.59699,159.65481, ,147.79472, ,142.06269,141.77308, ,142.07567, ,55.61972,60.8296, ,55.7033, ,0.32684,0.31231, ,0.32662,94.9089,107.348, , ,94.7254,158.059,-77.9412,421.57484,423.15898,315.11283,319.05368, ,0.58666,0.56121,0.76924,0.76519, ,102.83288,104.1053,87.30964,6.7
580,98.39047,1.60953, , , ,7.77288,7.66063, ,7.77107, ,7.11608,7.27374, ,7.11856,-0.79522, ,23.67456,35.22988, ,23.811, ,0.8829,0.59331, ,0.87784, ,1.13264,1.68547, ,1.13916, ,148.07157,160.34657, ,148.28863, ,142.27633,142.2379, ,142.29436, ,55.811,61.10235, ,55.9026, ,0.32654,0.31211, ,0.32631,95.1851,107.572, , ,94.9871,158.83,-77.62057,418.63391,420.36407,311.28032,315.24095, ,0.58819,0.56043,0.76367,0.75982, ,103.91837,105.12312,88.36801,6.8
575,98.26832,1.73168, , , ,7.77566,7.66248, ,7.7737, ,7.11347,7.27197, ,7.11616,-0.80622, ,23.61438,35.35404, ,23.76282, ,0.87996,0.58776, ,0.87446, ,1.13642,1.70138, ,1.14356, ,148.54583,161.0352, ,148.78267, ,142.48892,142.69898, ,142.51255, ,56.00226,61.37399, ,56.10204, ,0.32625,0.31192, ,0.326,95.4646,107.799, , ,95.2522,159.604,-77.30018,415.69452,417.57313,307.47537,311.45479, ,0.58788,0.55965,0.75822,0.75456, ,104.98483,106.11834,89.40245,6.9
570,98.14601,1.85399, , , ,7.77845,7.66434, ,7.77633, ,7.11086,7.27022, ,7.11375,-0.81721, ,23.55421,35.47883, ,23.71486, ,0.87701,0.58224, ,0.87106, ,1.14024,1.71751, ,1.14802, ,149.01976,161.72066, ,149.27681, ,142.70048,143.15629, ,142.73024, ,56.19346,61.6445, ,56.3016, ,0.32595,0.31172, ,0.32569,95.7472,108.03, , ,95.5205,160.38,-76.98032,412.75698,414.78602,303.69742,307.69467, ,0.58751,0.55887,0.75287,0.74941, ,106.03288,107.09135,90.41339,7
565,98.00843,1.9764, ,0.0151717,7.660791947,7.78123,7.66619, ,7.77894,7.217667499,7.10825,7.26846, ,7.11137,-0.82811,34.89972276,23.49403,35.6042, ,23.66843,0.588390777,0.87404,0.57675, ,0.8676,1.699550773,1.14412,1.73386, ,1.15261,163.1054651,149.49335,162.40291, ,149.77329,143.1018929,142.911,143.6098, ,142.94766,62.27031719,56.38463,61.91386, ,56.50223,0.30991833,0.32566,0.31152, ,0.32538,96.0823,108.263,425.713, ,95.7921,161.237,-76.62584,409.80488,412.00288,299.94592,303.96005, ,0.59042,0.55809,0.74764,0.74436, ,107.06355,108.04283,91.40154,7.1
560,97.87824,2.09887, ,0.0228899,7.662627025,7.78402,7.66803, ,7.78156,7.21593784,7.10564,7.26671, ,7.10898,-0.83904,35.01952328,23.43386,35.73011, ,23.6216,0.582879865,0.87105,0.57129, ,0.86413,1.715619393,1.14803,1.75043, ,1.15723,163.7694711,149.96662,163.08189, ,150.26879,143.5422573,143.12051,144.05949, ,143.16451,62.53259406,56.57577,62.18207, ,56.70251,0.309728169,0.32536,0.31133, ,0.32506,96.3968,108.5,426.473, ,96.0672,162.059,-76.28882,406.86291,409.22368,296.22033,300.25043, ,0.5884,0.55731,0.74251,0.73941, ,108.07767,108.97325,92.3674,7.2
555,97.73984,2.22136, ,0.0388016,7.664458606,7.78681,7.66987, ,7.78417,7.214212253,7.10304,7.26497, ,7.1066,-0.84991,35.139928,23.37368,35.85651, ,23.5757,0.577396601,0.86806,0.56586, ,0.86062,1.731911822,1.152,1.76723, ,1.16196,164.4302815,150.43956,163.75757, ,150.7656,143.9788949,143.32899,144.50531, ,143.38103,62.79373014,56.76686,62.44909, ,56.90344,0.309538007,0.32506,0.31113, ,0.32475,96.7414,108.741,427.243, ,96.3458,162.926,-75.93351,403.91384,406.44836,292.52016,296.56533, ,0.58981,0.55652,0.73748,0.73455, ,108.91932,109.88303,93.31144,7.3
550,97.59908,2.3438, ,0.0571201,7.666286686,7.7896,7.67171, ,7.78677,7.212490748,7.10043,7.26322, ,7.10423,-0.86075,35.26089822,23.31351,35.98334, ,23.53025,0.571941613,0.86504,0.56046, ,0.85707,1.74843022,1.15601,1.78425, ,1.16676,165.0878514,150.91216,164.4299, ,151.26287,144.4117783,143.53646,144.94725, ,143.59715,63.05370784,56.95791,62.71492, ,57.10463,0.309347846,0.32477,0.31093, ,0.32444,97.0971,108.985,428.019, ,96.6276,163.808,-75.57338,400.96416,403.67695,288.84491,292.90428, ,0.58994,0.55574,0.73254,0.72979, ,109.81982,110.77267,94.23419,7.4
545,97.44883,2.46618, ,0.0849882,7.668111268,7.79239,7.67355, ,7.78936,7.210773348,7.09782,7.26149, ,7.10187,-0.87154,35.38239509,23.25333,36.11056, ,23.48588,0.566515493,0.86201,0.55509, ,0.85348,1.765176791,1.16008,1.8015, ,1.17168,165.7421361,151.38444,165.09883, ,151.7617,144.8408802,143.74291,145.38527, ,143.81305,63.3125095,57.14893,62.97953, ,57.30656,0.309157684,0.32447,0.31073, ,0.32412,97.4878,109.232,428.806, ,96.9132,164.744,-75.1918,398.0057,400.90952,285.19411,289.26682, ,0.59169,0.55496,0.7277,0.72512, ,110.7003,111.6427,95.13619,7.5
540,97.29625,2.58845, ,0.1153,7.66993234,7.79519,7.67538, ,7.79194,7.209060008,7.09522,7.25975, ,7.09951,-0.8823,35.50437732,23.19315,36.23812, ,23.44196,0.56111884,0.85897,0.54976, ,0.84985,1.782153671,1.16419,1.81898, ,1.17668,166.3930918,151.85637,165.76431, ,152.261,145.2661732,143.94836,145.81935, ,144.02858,63.57011804,57.3399,63.2429, ,57.50876,0.308967523,0.32418,0.31054, ,0.32381,97.8902,109.483,429.601, ,97.2022,165.695,-74.80551,395.04679,398.14591,281.56729,285.65252, ,0.59178,0.55417,0.72295,0.72053, ,111.56099,112.49339,96.01776,7.6
535,97.13402,2.71058, ,0.1554,7.671749905,7.79798,7.67721, ,7.79451,7.207350769,7.09261,7.25802, ,7.09717,-0.893,35.62680568,23.13297,36.36597, ,23.39917,0.555752182,0.85591,0.54446, ,0.84617,1.799363155,1.16835,1.8367, ,1.1818,167.0406743,152.32798,166.4263, ,152.76194,145.6876311,144.15281,146.24946, ,144.24397,63.82651582,57.53083,63.50502, ,57.71173,0.308777362,0.32388,0.31034, ,0.32349,98.3286,109.738,430.405, ,97.495,166.702,-74.39767,392.07899,395.38629,277.96403,282.06096, ,0.59356,0.55339,0.71828,0.71602, ,112.40251,113.32533,96.87952,7.7
530,96.97113,2.82314, ,0.20573,7.673563957,7.80078,7.67904, ,7.79709,7.205645594,7.09001,7.2563, ,7.09483,-0.90368,35.74963829,23.0728,36.49405, ,23.35669,0.550416059,0.85283,0.53919, ,0.84246,1.816807458,1.17257,1.85464, ,1.18699,167.6848398,152.79916,167.08476, ,153.26308,146.1052269,144.35624,146.67558, ,144.45893,64.08168581,57.72168,63.76587, ,57.91486,0.3085872,0.32359,0.31014, ,0.32318,98.7998,109.996,431.202, ,97.7877,167.76,-73.97075,389.11233,392.6299,274.3839,278.49172, ,0.59333,0.5526,0.7137,0.7116, ,113.22446,114.13818,97.72113,7.8
525,96.79807,2.93547, ,0.26647,7.675374493,7.80358,7.68086, ,7.79964,7.203944494,7.08741,7.25457, ,7.09251,-0.9143,35.87283413,23.01263,36.62232, ,23.31542,0.545110959,0.84974,0.53396, ,0.8387,1.834488895,1.17684,1.87282, ,1.19232,168.3255448,153.27001,167.73963, ,153.76596,146.5189346,144.55867,147.09766, ,144.67381,64.33561071,57.91249,64.02543, ,58.1188,0.308397038,0.32329,0.30995, ,0.32286,99.3091,110.258,432.007, ,98.084,168.876,-73.52176,386.13559,389.87734,270.82648,274.94443, ,0.59535,0.55182,0.70919,0.70725, ,114.02784,114.93291,98.54361,7.9
520,96.60585,3.04751, ,0.34664,7.677181512,7.80638,7.68268, ,7.80217,7.202247484,7.08481,7.25286, ,7.09021,-0.9248,35.99635204,22.95246,36.75073, ,23.27621,0.539837342,0.84663,0.52876, ,0.83485,1.852409833,1.18116,1.89123, ,1.19782,168.9627456,153.74052,168.39088, ,154.27207,146.9287283,144.76012,147.5157, ,144.88899,64.58827328,58.10326,64.28369, ,58.32416,0.308206877,0.32299,0.30975, ,0.32254,99.8867,110.525,432.822, ,98.3842,170.1,-73.03028,383.13906,387.12876,267.29138,271.41869, ,0.59931,0.55103,0.70477,0.70297, ,114.81325,115.71007,99.34753,8
515,96.41252,3.14997, ,0.43752,7.67898501,7.80919,7.6845, ,7.8047,7.200554551,7.08221,7.25114, ,7.08792,-0.93529,36.12014955,22.89229,36.87921, ,23.23739,0.534595655,0.8435,0.52359, ,0.83097,1.87057263,1.18553,1.90988, ,1.20341,169.5963992,154.2106,169.03845, ,154.7785,147.3345824,144.96056,147.92966, ,145.10383,64.83965654,58.29395,64.54062, ,58.52974,0.308016716,0.3227,0.30955, ,0.32222,100.499,110.795,433.628, ,98.6843,171.378,-72.52003,380.14272,384.38338,263.77822,267.91414, ,0.59927,0.55024,0.70042,0.69877, ,115.58017,116.46924,100.13249,8.1
510,96.20894,3.25206, ,0.539,7.680784977,7.812,7.68631, ,7.80721,7.198865657,7.07961,7.24943, ,7.08564,-0.94571,36.244183,22.83213,37.00772, ,23.19986,0.529386329,0.84036,0.51846, ,0.82704,1.888979644,1.18997,1.92877, ,1.20913,170.226463,154.68034,169.68232, ,155.28676,147.7364712,145.16002,148.33952, ,145.31875,65.08974375,58.48459,64.79621, ,58.73616,0.307826554,0.3224,0.30935, ,0.3219,101.152,111.069,434.445, ,98.9885,172.718,-71.98804,377.13608,381.64189,260.28662,264.43043, ,0.60133,0.54945,0.69615,0.69464, ,116.32972,117.21146,100.89955,8.2
505,95.98586,3.35379, ,0.66036,7.682581419,7.81481,7.68812, ,7.80969,7.197180856,7.07701,7.24772, ,7.08339,-0.956,36.36841145,22.77196,37.1362, ,23.16451,0.524209726,0.8372,0.51337, ,0.82301,1.907633435,1.19446,1.94791, ,1.21505,170.8528936,155.14976,170.32242, ,155.79843,148.1343703,145.35851,148.74524, ,145.53414,65.33851761,58.6752,65.05045, ,58.94406,0.307636393,0.32211,0.30916, ,0.32158,101.875,111.348,435.271, ,99.2967,174.171,-71.41437,374.10881,378.90438,256.81622,260.96721, ,0.60545,0.54866,0.69194,0.69058, ,117.06236,117.93717,101.64918,8.3
