T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-FERRITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-FERRITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-FERRITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-FERRITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-FERRITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-FERRITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-FERRITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-FERRITE-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
500,95.76182,3.44592, ,0.79226,7.684374329,7.81762,7.68993, ,7.81217,7.195500122,7.07442,7.24602, ,7.08114,-0.96627,36.4927908,22.71181,37.2646, ,23.12959,0.519066221,0.83402,0.50832, ,0.81896,1.926536461,1.19901,1.96728, ,1.22106,171.4756489,155.61873,170.95872, ,156.3104,148.5282546,145.556,149.14681, ,145.74927,65.58596149,58.86572,65.3033, ,59.15218,0.307446232,0.32181,0.30896, ,0.32126,102.633,111.631,436.089, ,99.605,175.677,-70.82376,371.08103,376.17001,253.36668,257.52415, ,0.60556,0.54787,0.6878,0.68658, ,117.77748,118.64586,102.38089,8.4
495,95.5183,3.53758, ,0.94412,7.686163704,7.82043,7.69173, ,7.81462,7.193823453,7.07182,7.24432, ,7.07892,-0.97642,36.61727772,22.65165,37.39287, ,23.09692,0.513956148,0.83083,0.5033, ,0.81481,1.945691289,1.20362,1.9869, ,1.22728,172.0946865,156.08738,171.59117, ,156.82582,148.9181,145.75253,149.5442, ,145.96499,65.83205863,59.0562,65.55476, ,59.3618,0.30725607,0.32152,0.30876, ,0.32093,103.463,111.918,436.917, ,99.9176,177.298,-70.19261,368.03262,373.43964,249.93766,254.10091, ,0.60968,0.54708,0.68373,0.68264, ,118.47636,119.33873,103.09588,8.5
490,95.27387,3.61973, ,1.1064,7.687949541,7.82325,7.69353, ,7.81707,7.192150846,7.06923,7.24263, ,7.0767,-0.98655,36.74182827,22.5915,37.52095, ,23.0647,0.508879821,0.82762,0.49831, ,0.81064,1.965100518,1.20828,2.00677, ,1.23359,172.7099646,156.55559,172.21973, ,157.34154,149.3038821,145.94808,149.93738, ,146.18047,66.07679239,59.2466,65.80481, ,59.57162,0.307065909,0.32122,0.30856, ,0.32061,104.328,112.21,437.739, ,100.231,178.973,-69.54565,364.9839,370.71247,246.52884,250.6972, ,0.60974,0.54628,0.67973,0.67877, ,119.15844,120.01527,103.79368,8.6
485,95.01963,3.70135, ,1.27902,7.689731833,7.82607,7.69533, ,7.8195,7.19048228,7.06664,7.24094, ,7.0745,-0.9966,36.86639767,22.53135,37.64879, ,23.03381,0.503837537,0.82439,0.49337, ,0.80641,1.984766768,1.21301,2.02689, ,1.24007,173.3214417,157.02347,172.84436, ,157.85909,149.6855772,146.14267,150.32633, ,146.39618,66.32014633,59.43696,66.05344, ,59.78228,0.306875747,0.32092,0.30837, ,0.32028,105.233,112.506,438.57, ,100.548,180.711,-68.88067,361.92479,367.98926,243.13988,247.31271, ,0.61182,0.54549,0.67578,0.67496, ,119.82485,120.67655,104.47537,8.7
480,94.75569,3.78248, ,1.46184,7.691510586,7.8289,7.69712, ,7.82192,7.188817808,7.06405,7.23925, ,7.07232,-1.00658,36.99094366,22.4712,37.77633, ,23.00427,0.498829529,0.82115,0.48846, ,0.80212,2.00469287,1.21781,2.04726, ,1.2467,173.9290755,157.49101,173.46501, ,158.37845,150.0631626,146.33631,150.71102, ,146.61212,66.56210364,59.62728,66.30062, ,59.99377,0.306685586,0.32063,0.30817, ,0.31996,106.179,112.807,439.411, ,100.869,182.511,-68.19795,358.856,365.26994,239.7705,243.94714, ,0.61376,0.54469,0.6719,0.6712, ,120.47583,121.3228,105.1412,8.8
475,94.4911,3.8541, ,1.6548,7.693285788,7.83172,7.69891, ,7.82433,7.187157376,7.06147,7.23757, ,7.07014,-1.01654,37.11541962,22.41106,37.90351, ,22.97517,0.493856063,0.81789,0.48359, ,0.7978,2.02488149,1.22267,2.06788, ,1.25344,174.5328257,157.95813,174.08164, ,158.89804,150.4366144,146.52899,151.09144, ,146.82783,66.80264829,59.81751,66.54633, ,60.20542,0.306495424,0.32033,0.30797, ,0.31963,107.159,113.114,440.246, ,101.192,184.365,-67.50161,355.78754,362.55392,236.42039,240.6002, ,0.61369,0.54389,0.66808,0.66751, ,121.11099,121.95372,105.79089,8.9
470,94.21704,3.92515, ,1.85781,7.695057438,7.83455,7.7007, ,7.82672,7.185501,7.05888,7.23589, ,7.06798,-1.02642,37.23978149,22.35092,38.03028, ,22.94742,0.488917342,0.81461,0.47875, ,0.79343,2.045335506,1.22759,2.08875, ,1.26035,175.1326512,158.42491,174.69421, ,159.41937,150.8059102,146.72072,151.46756, ,147.04377,67.04176387,60.00771,66.79057, ,60.41788,0.306305263,0.32004,0.30778, ,0.31931,108.18,113.424,441.092, ,101.519,186.282,-66.78903,352.70915,359.8418,233.08925,237.27162, ,0.61568,0.54309,0.66431,0.66386, ,121.73129,122.57018,106.42531,9
465,93.95201,3.98686, ,2.06112,7.696825537,7.83738,7.70248, ,7.82913,7.183848694,7.0563,7.23421, ,7.06581,-1.03633,37.36398481,22.29079,38.15659, ,22.9191,0.484013552,0.81131,0.47396, ,0.78907,2.066057853,1.23258,2.10989, ,1.26732,175.728511,158.89125,175.30268, ,159.93918,151.171028,146.91149,151.83935, ,147.25894,67.27943416,60.19782,67.03331, ,60.62978,0.306115102,0.31974,0.30758, ,0.31898,109.204,113.741,441.932, ,101.847,188.2,-66.08371,349.64311,357.13296,229.77681,233.96113, ,0.61321,0.54229,0.6606,0.66027, ,122.33632,123.17183,107.04415,9.1
460,93.68744,4.04795, ,2.26461,7.698590076,7.84021,7.70426, ,7.83153,7.182200418,7.05372,7.23254, ,7.06365,-1.04623,37.48798282,22.23066,38.28237, ,22.89109,0.479144879,0.80799,0.4692, ,0.78468,2.087051419,1.23764,2.13128, ,1.27441,176.3203656,159.35727,175.907, ,160.45895,151.5319452,147.10134,152.20679, ,147.47379,67.51564333,60.38789,67.27455, ,60.84175,0.30592494,0.31945,0.30738, ,0.31866,110.234,114.062,442.783, ,102.179,190.126,-65.38288,346.57914,354.42812,226.4828,230.66846, ,0.61279,0.54149,0.65694,0.65673, ,122.92713,123.75966,107.64839,9.2
455,93.41375,4.1084, ,2.47785,7.700351055,7.84305,7.70603, ,7.83391,7.180556202,7.05114,7.23088, ,7.0615,-1.05604,37.6117314,22.17052,38.40758, ,22.8644,0.474311454,0.80466,0.46448, ,0.78024,2.108319317,1.24276,2.15293, ,1.28166,176.9081745,159.82294,176.50714, ,160.98034,151.8886407,147.29026,152.56986, ,147.68883,67.75037524,60.57791,67.51425, ,61.05446,0.305734778,0.31915,0.30718, ,0.31833,111.305,114.388,443.645, ,102.517,192.114,-64.66702,343.50641,351.72719,223.20694,227.39336, ,0.61455,0.54069,0.65334,0.65325, ,123.50387,124.33383,108.23822,9.3
450,93.15888,4.1597, ,2.68143,7.702108472,7.84589,7.70781, ,7.83632,7.178916043,7.04856,7.22921, ,7.05933,-1.06595,37.73518494,22.1104,38.53216, ,22.83605,0.4695134,0.80131,0.4598, ,0.77584,2.129864662,1.24796,2.17485, ,1.28892,177.4918981,160.28819,177.10304, ,161.49832,152.241093,147.47823,152.92854, ,147.9024,67.9836141,60.76786,67.7524, ,61.26585,0.305544617,0.31886,0.30699, ,0.31801,112.346,114.72,444.503, ,102.856,194.048,-63.97847,340.45802,349.02957,219.94898,224.13558, ,0.60968,0.53989,0.64978,0.64981, ,124.06614,124.89399,108.81329,9.4
445,92.90482,4.2103, ,2.88488,7.703862323,7.84873,7.70958, ,7.83872,7.177279933,7.04598,7.22755, ,7.05717,-1.07585,37.85829748,22.05027,38.65604, ,22.80794,0.464750825,0.79793,0.45516, ,0.77143,2.151690638,1.25324,2.19703, ,1.2963,178.0714974,160.7531,177.69468, ,162.01609,152.5892815,147.66528,153.28281, ,148.11553,68.21534422,60.95776,67.989, ,61.47723,0.305354456,0.31856,0.30679, ,0.31769,113.392,115.058,445.371, ,103.199,195.99,-63.29482,337.41272,346.33594,216.70867,220.89487, ,0.60906,0.53908,0.64628,0.64642, ,124.61494,125.44107,109.37455,9.5
440,92.65163,4.26021, ,3.08816,7.705612598,7.85157,7.71134, ,7.84113,7.175647834,7.0434,7.2259, ,7.05501,-1.08572,37.98102173,21.99014,38.77918, ,22.78004,0.460023828,0.79455,0.45056, ,0.76699,2.173800441,1.25858,2.21948, ,1.30379,178.6469337,161.21768,178.28202, ,162.53359,152.9331852,147.85143,153.63264, ,148.32818,68.44555027,61.14762,68.22402, ,61.68858,0.305164294,0.31827,0.30659, ,0.31737,114.446,115.401,446.252, ,103.549,197.938,-62.61568,334.37115,343.64624,213.48576,217.67101, ,0.60831,0.53828,0.64282,0.64307, ,125.15043,125.97523,109.92219,9.6
435,92.41721,4.30126, ,3.28153,7.707359309,7.85442,7.71311, ,7.84355,7.174019832,7.04083,7.22425, ,7.05283,-1.09569,38.10331523,21.93003,38.90151, ,22.75039,0.455332427,0.79114,0.44599, ,0.76261,2.196197637,1.264,2.2422, ,1.31129,179.2181678,161.68183,178.865, ,163.04751,153.272785,148.03664,153.97801, ,148.53917,68.6742163,61.33741,68.45745, ,61.89855,0.304974133,0.31797,0.3064, ,0.31705,115.47,115.751,447.131, ,103.9,199.832,-61.96273,331.3549,340.95994,210.28002,214.46376, ,0.60325,0.53747,0.63942,0.63977, ,125.67225,126.49618,110.4559,9.7
430,92.18389,4.34154, ,3.47457,7.709102435,7.85727,7.71486, ,7.84598,7.172395808,7.03825,7.2226, ,7.05065,-1.10565,38.22512727,21.86991,39.02299, ,22.72089,0.450676721,0.78771,0.44146, ,0.75821,2.218885411,1.2695,2.2652, ,1.3189,179.7851624,162.14565,179.44359, ,163.56103,153.6080599,148.22095,154.31891, ,148.74956,68.90132766,61.52714,68.68926, ,62.10843,0.304783971,0.31768,0.3062, ,0.31674,116.499,116.106,448.02, ,104.256,201.732,-61.31452,328.34256,338.27758,207.0912,211.2729, ,0.60247,0.53666,0.63605,0.63652, ,126.18124,127.00468,110.97648,9.8
425,91.96135,4.3811, ,3.65755,7.710841988,7.86012,7.71662, ,7.84841,7.170775872,7.03568,7.22096, ,7.04846,-1.11565,38.34641637,21.80979,39.14355, ,22.69044,0.446056675,0.78427,0.43697, ,0.75383,2.241867581,1.27508,2.28847, ,1.32656,180.3478789,162.60913,180.01776, ,164.07236,153.938992,148.40436,154.65532, ,148.95872,69.12686861,61.71684,68.91945, ,62.31749,0.30459381,0.31738,0.306, ,0.31642,117.503,116.468,448.923, ,104.618,203.584,-60.68907,325.34676,335.59926,203.91908,208.09821, ,0.59916,0.53585,0.63274,0.6333, ,126.67771,127.50105,111.48424,9.9
420,91.74955,4.41998, ,3.83047,7.712577957,7.86297,7.71837, ,7.85086,7.169159948,7.03311,7.21932, ,7.04626,-1.1257,38.46713328,21.74967,39.26314, ,22.65903,0.441472331,0.7808,0.43252, ,0.74947,2.26514762,1.28074,2.31202, ,1.33428,180.9062807,163.07227,180.58747, ,164.58143,154.2655618,148.58688,154.9872, ,149.16658,69.3508245,61.90649,69.148, ,62.52571,0.304403648,0.31709,0.3058, ,0.31611,118.48,116.835,449.84, ,104.986,205.388,-60.08587,322.36734,332.92493,200.76344,204.93948, ,0.59588,0.53504,0.62946,0.63013, ,127.16183,127.98545,111.97937,10
415,91.55639,4.45035, ,3.99327,7.714310344,7.86583,7.72012, ,7.85334,7.16754809,7.03054,7.21768, ,7.04404,-1.13585,38.58723414,21.68956,39.3817, ,22.62573,0.436923645,0.77732,0.42811, ,0.74515,2.288729417,1.28648,2.33585, ,1.342,181.4603303,163.53499,181.15267, ,165.08672,154.5877513,148.76848,155.31455, ,149.37248,69.57318023,62.09607,69.3749, ,62.73247,0.304213488,0.31679,0.30561, ,0.3158,119.426,117.21,450.755, ,105.357,207.137,-59.50729,319.41389,330.25398,197.62407,201.7965, ,0.59069,0.53422,0.62623,0.627, ,127.63314,128.45748,112.46147,10.1
410,91.37419,4.4799, ,4.14591,7.716039141,7.86869,7.72187, ,7.85583,7.165940252,7.02797,7.21605, ,7.04181,-1.14604,38.70667104,21.62945,39.49918, ,22.59137,0.432410604,0.77381,0.42373, ,0.74087,2.312616737,1.2923,2.35997, ,1.34977,182.0099916,163.99737,181.71333, ,165.58961,154.9055425,148.9492,155.63735, ,149.57694,69.7939213,62.2856,69.60013, ,62.93832,0.304023326,0.3165,0.30541, ,0.31549,120.346,117.591,451.683, ,105.733,208.837,-58.94989,316.47827,327.58704,194.50075,198.66906, ,0.58713,0.53341,0.62304,0.62391, ,128.09253,128.91798,112.93138,10.2
405,91.20289,4.50871, ,4.2884,7.717764346,7.87155,7.72361, ,7.85833,7.16433643,7.0254,7.21442, ,7.03957,-1.15629,38.82539759,21.56934,39.61552, ,22.55591,0.427933158,0.77029,0.4194, ,0.7366,2.336813545,1.29821,2.38437, ,1.35759,182.5552286,164.45942,182.26941, ,166.09007,155.2189175,149.12904,155.95558, ,149.7799,70.01303321,62.47508,69.82366, ,63.14327,0.303833165,0.3162,0.30521, ,0.31518,121.239,117.979,452.627, ,106.116,210.488,-58.41338,313.55945,324.92415,191.39328,195.55698, ,0.58376,0.53259,0.61989,0.62086, ,128.54023,129.36717,113.38935,10.3
400,90.6574,4.50874,0.54542,4.28844,7.719485957,7.87441,7.72535,7.70006,7.86015,7.162736646,7.02283,7.2128,7.18185,7.03793,-1.16377,38.94336878,21.50923,39.73067,39.69791,22.56143,0.423491226,0.76675,0.4151,0.41544,0.73099,2.361324008,1.30421,2.40906,2.40708,1.36801,183.0960057,164.92113,182.82087,182.84807,166.66011,155.52786,149.308,156.26922,156.12372,150.01248,70.23050149,62.66453,70.0455,70.06724,63.37669,0.303643003,0.31591,0.30502,0.3048,0.31484,125.776,118.374,453.584,878.106,106.505,218.061,-55.96716,310.25436,322.26527,188.30146,192.46005,208.42973,0.66102,0.53177,0.61678,0.61785,0.61942,128.97643,129.80522,113.83554,10.4
395,81.55171,4.50014,9.66787,4.28027,7.721203971,7.87728,7.72708,7.70178,7.84692,7.16114089,7.02027,7.21118,7.18025,7.04979,-1.10957,39.06053812,21.44915,39.84456,39.8118,23.60279,0.419084728,0.76319,0.41084,0.41118,0.69355,2.386152329,1.3103,2.43405,2.43205,1.44186,183.6322878,165.38223,183.36768,183.39392,168.79704,155.8323532,149.486,156.57825,156.43226,150.88696,70.44631201,62.85381,70.26563,70.287,64.25222,0.303452842,0.31561,0.30482,0.30461,0.31355,195.414,118.776,454.504,879.681,106.889,327.669,-28.72616,297.32618,319.6084,185.22508,189.37809,205.34024,2.58564,0.53095,0.61371,0.61488,0.61632,129.39909,130.23031,114.26816,10.5
390,73.37376,4.49237,17.86097,4.27289,7.722918385,7.88016,7.72882,7.7035,7.83514,7.159549162,7.01771,7.20956,7.17864,7.0604,-1.06109,39.17685962,21.38906,39.95715,39.92439,24.6088,0.414713562,0.7596,0.40661,0.40695,0.66022,2.411302865,1.31648,2.45933,2.45731,1.51465,184.1640405,165.843,183.90981,183.93509,170.73383,156.1323813,149.66314,156.88267,156.73619,151.66795,70.66045076,63.04306,70.48402,70.50503,65.04731,0.30326268,0.31532,0.30462,0.30441,0.31238,258.441,119.186,455.44,881.285,107.28,421.179,-13.15901,285.34033,316.95565,182.16397,186.31091,202.26615,2.39717,0.53013,0.61068,0.61194,0.61326,129.81071,130.64474,114.6895,10.6
385,66.02668,4.48535,25.22175,4.26622,7.724629195,7.88303,7.73054,7.70521,7.82463,7.157961457,7.01515,7.20795,7.17704,7.06987,-1.01778,39.29228734,21.32898,40.06838,40.03561,25.59483,0.410377611,0.756,0.40243,0.40276,0.63,2.436780111,1.32275,2.48491,2.48288,1.58731,184.6912297,166.30344,184.44721,184.47156,172.51373,156.4279287,149.83942,157.18244,157.03551,152.38621,70.872904,63.23227,70.70067,70.72132,65.77867,0.303072519,0.31502,0.30442,0.30421,0.31132,315.505,119.603,456.395,882.919,107.679,501.751,-2.94911,274.21013,314.30703,179.11793,183.25833,199.20727,2.22604,0.5293,0.60768,0.60904,0.61024,130.21152,131.0487,115.09976,10.7
380,59.42395,4.479,31.83687,4.26018,7.7263364,7.88591,7.73227,7.70693,7.8153,7.156377773,7.01259,7.20634,7.17545,7.07832,-0.97916,39.40677546,21.26889,40.1782,40.14542,26.56658,0.406076742,0.75237,0.39828,0.39861,0.60234,2.462588708,1.32912,2.5108,2.50875,1.66019,185.2138221,166.76355,184.97986,185.00329,174.1637,156.7189805,150.01484,157.47756,157.33019,153.05823,71.08365811,63.42143,70.91556,70.93586,66.45687,0.302882357,0.31473,0.30423,0.30402,0.31035,367.193,120.028,457.367,884.584,108.085,571.754,4.30404,263.85783,311.66254,176.08677,180.22019,196.16342,2.07046,0.52848,0.60472,0.60617,0.60725,130.60164,131.44235,115.49912,10.8
375,53.48859,4.47325,37.78344,4.25472,7.728039996,7.88879,7.73399,7.70864,7.80701,7.154798111,7.01003,7.20474,7.17386,7.08584,-0.9448,39.52027827,21.2088,40.28654,40.25376,27.52411,0.401810809,0.74873,0.39417,0.39449,0.57694,2.488733445,1.33559,2.53699,2.53492,1.73329,185.7317847,167.22334,185.50772,185.53024,175.7017,157.0055226,150.18941,157.76801,157.62023,153.69308,71.29269973,63.61056,71.12868,71.14864,67.08902,0.302692196,0.31443,0.30403,0.30382,0.30947,414.032,120.462,458.357,886.28,108.498,632.993,9.73315,254.21137,309.0222,173.07033,177.1963,193.1344,1.92929,0.52764,0.6018,0.60334,0.6043,130.98131,131.8259,115.8878,10.9
370,48.15186,4.46805,43.13031,4.24979,7.72973998,7.89167,7.73571,7.71034,7.79966,7.153222467,7.00747,7.20314,7.17227,7.09251,-0.9143,39.63275022,21.14871,40.39336,40.36058,28.46393,0.397579651,0.74507,0.39009,0.39041,0.55358,2.515219271,1.34216,2.56349,2.56141,1.80641,186.2450852,167.68279,186.03075,186.05238,177.14066,157.287541,150.36313,158.05378,157.9056,154.29596,71.50001571,63.79965,71.34001,71.35963,67.68032,0.302502035,0.31414,0.30383,0.30362,0.30866,456.499,120.903,459.367,888.009,108.92,686.879,13.9504,245.20625,306.38601,170.06842,174.18649,190.12005,1.80102,0.52681,0.59891,0.60054,0.60139,131.35068,132.19952,116.26596,11
365,43.3523,4.46334,47.93905,4.24532,7.731436349,7.89455,7.73742,7.71204,7.79317,7.15165084,7.00491,7.20154,7.17069,7.09842,-0.8873,39.74414593,21.08862,40.49861,40.46582,29.35204,0.393383092,0.74138,0.38605,0.38637,0.53266,2.542051302,1.34884,2.59031,2.58821,1.87737,186.753692,168.14192,186.54892,186.56968,178.49061,157.5650224,150.536,158.33485,158.1863,154.87008,71.70559311,63.98869,71.54954,71.56883,68.23486,0.302311873,0.31384,0.30363,0.30343,0.30791,495.024,121.354,460.396,889.772,109.35,734.53,17.31684,236.78364,303.75399,167.08087,171.19061,187.1202,1.68452,0.52598,0.59606,0.59777,0.5985,131.70994,132.56338,116.63379,11.1
360,39.03499,4.45908,52.26466,4.24127,7.733129101,7.89744,7.73914,7.71374,7.78745,7.150083228,7.00236,7.19995,7.16911,7.10363,-0.86347,39.85442019,21.02853,40.60222,40.56943,30.21344,0.389220943,0.73767,0.38205,0.38236,0.51342,2.569234823,1.35561,2.61744,2.61533,1.94772,187.2575743,168.60072,187.06221,187.08211,179.75976,157.8379543,150.70804,158.61121,158.46231,155.41764,71.90941927,64.1777,71.75727,71.77623,68.75602,0.302121712,0.31355,0.30344,0.30323,0.30723,529.996,121.813,461.446,891.569,109.788,776.849,20.06211,228.89015,301.12616,164.10752,168.20849,184.13468,1.5787,0.52514,0.59323,0.59503,0.59566,132.05928,132.91767,116.99148,11.2
355,35.15074,4.45523,56.15642,4.23761,7.734818232,7.90032,7.74084,7.71544,7.78243,7.148519629,6.9998,7.19836,7.16753,7.10821,-0.84252,39.96352799,20.96844,40.70415,40.67136,31.04252,0.385093003,0.73394,0.37809,0.37839,0.49576,2.596775305,1.3625,2.6449,2.64277,2.0171,187.7567015,169.05919,187.57057,187.58963,180.95519,158.1063248,150.87924,158.88285,158.73362,155.9403,72.11148173,64.36667,71.96316,71.9818,69.24671,0.30193155,0.31325,0.30324,0.30304,0.3066,561.765,122.281,462.516,893.401,110.235,814.573,22.33873,221.47699,298.50251,161.14821,165.23997,181.16331,1.48263,0.5243,0.59044,0.59233,0.59284,132.39884,133.26254,117.3392,11.3
350,31.65551,4.45173,59.65847,4.23429,7.736503739,7.90321,7.74255,7.71713,7.77804,7.14696004,6.99724,7.19678,7.16596,7.11223,-0.82417,40.07142454,20.90835,40.80435,40.77156,31.83647,0.380999058,0.7302,0.37416,0.37446,0.47955,2.624678406,1.3695,2.67268,2.67054,2.08529,188.251044,169.51733,188.07398,188.09222,182.0831,158.3701224,151.0496,159.14976,159.00021,156.43946,72.31176834,64.55559,72.16722,72.18554,69.70951,0.301741389,0.31296,0.30304,0.30284,0.30601,590.649,122.758,463.607,895.271,110.69,848.316,24.25293,214.50082,295.88307,158.20276,162.28491,178.20595,1.39523,0.52346,0.58768,0.58965,0.59005,132.7288,133.59816,117.67712,11.4
345,28.50994,4.44856,62.81021,4.23129,7.73818562,7.9061,7.74425,7.71882,7.77421,7.145404462,6.99468,7.1952,7.16439,7.11573,-0.80818,40.17806531,20.84826,40.90276,40.86996,32.59323,0.376938882,0.72642,0.37026,0.37056,0.46466,2.652949985,1.37661,2.7008,2.69864,2.15212,188.7405729,169.97515,188.57241,188.58984,183.14902,158.6293362,151.21914,159.41192,159.26208,156.91631,72.51026717,64.74448,72.36943,72.38744,70.14674,0.301551228,0.31266,0.30285,0.30264,0.30547,616.931,123.245,464.721,897.177,111.155,878.588,25.88061,207.9211,293.26785,155.27103,159.34314,175.26244,1.31595,0.52261,0.58496,0.58701,0.5873,133.04933,133.92471,118.00541,11.5
340,25.67865,4.44569,65.64709,4.22857,7.739863871,7.90899,7.74594,7.7205,7.7709,7.14385289,6.99212,7.19362,7.16283,7.11876,-0.79433,40.28340599,20.78817,40.99933,40.96653,33.31156,0.372912236,0.72263,0.3664,0.36669,0.45096,2.681596107,1.38383,2.72925,2.72707,2.21749,189.2252602,170.43263,189.06583,189.08247,184.15799,158.8839566,151.38786,159.66932,159.51922,157.37199,72.7069666,64.93332,72.56978,72.58748,70.56049,0.301361066,0.31237,0.30265,0.30245,0.30497,640.872,123.742,465.857,899.123,111.63,905.82,27.27838,201.70176,290.65686,152.35286,156.41452,172.33261,1.24387,0.52177,0.58226,0.58439,0.58458,133.3606,134.24234,118.32425,11.6
